amount,hour_of_day,is_weekend,payment_method,is_international,merchant_risk_tier,merchant_age_days,is_fraud
530.27,10,1,CARD,0,LOW,834,0
394.69,3,1,CARD,0,LOW,194,0
888.28,8,0,NETBANKING,1,LOW,526,0
683.28,17,0,CARD,1,LOW,371,0
369.92,10,1,CARD,0,LOW,223,0
14038.93,19,1,WALLET,0,MEDIUM,103,0
461.73,0,1,WALLET,0,LOW,625,0
971.37,8,0,UPI,0,HIGH,98,0
259.2,14,0,WALLET,0,MEDIUM,269,0
573.64,18,1,UPI,0,LOW,659,0
18350.32,9,0,WALLET,0,LOW,183,0
597.85,14,1,WALLET,0,LOW,877,0
3987.76,2,0,UPI,0,MEDIUM,980,0
105.54,3,0,CARD,0,LOW,93,0
972.16,20,1,UPI,0,MEDIUM,54,0
10787.03,7,0,NETBANKING,0,LOW,416,0
294.86,21,0,NETBANKING,0,LOW,377,0
440.63,11,1,NETBANKING,1,LOW,82,0
772.01,23,0,WALLET,0,LOW,298,0
317.65,13,0,UPI,0,MEDIUM,393,0
5662.64,13,0,UPI,0,MEDIUM,777,0
1435.61,11,0,WALLET,1,MEDIUM,30,0
391.19,3,0,NETBANKING,0,LOW,535,0
15100.12,20,1,CARD,0,MEDIUM,604,0
632.78,10,0,CARD,0,MEDIUM,435,0
713.99,8,0,UPI,0,MEDIUM,381,0
379.23,21,0,CARD,0,LOW,591,0
83809.09,9,0,UPI,0,LOW,482,0
704.81,9,1,CARD,0,HIGH,324,0
10345.89,7,1,NETBANKING,0,LOW,742,0
7536.13,4,0,CARD,0,LOW,451,0
708.4,15,1,CARD,0,MEDIUM,945,0
828.77,8,0,WALLET,0,MEDIUM,708,0
171.28,10,0,UPI,0,MEDIUM,305,0
19834.19,9,1,UPI,0,MEDIUM,568,0
369.68,23,0,UPI,0,MEDIUM,801,0
358.88,14,0,CARD,0,MEDIUM,935,0
309.36,18,0,WALLET,0,MEDIUM,330,0
160.82,20,0,NETBANKING,0,LOW,769,0
838.09,5,0,CARD,0,LOW,508,0
6108.91,1,0,UPI,0,MEDIUM,640,0
690.87,9,0,CARD,0,LOW,414,0
420.97,5,1,CARD,0,LOW,285,0
4221.85,22,1,WALLET,0,MEDIUM,150,0
755.73,9,1,NETBANKING,0,LOW,30,0
368.67,21,1,CARD,1,LOW,503,0
285.52,7,1,CARD,0,LOW,864,0
764.37,17,0,NETBANKING,0,LOW,252,0
7722.24,14,0,WALLET,1,LOW,150,0
127.61,12,1,NETBANKING,0,HIGH,669,0
472.57,2,1,WALLET,0,LOW,78,0
84.62,9,0,NETBANKING,0,LOW,24,0
20.63,14,0,CARD,0,LOW,764,0
1572.05,19,1,NETBANKING,0,LOW,168,0
142117.35,6,0,CARD,0,LOW,909,1
852.38,17,0,CARD,0,LOW,44,0
184.87,9,1,WALLET,0,LOW,768,0
11279.26,13,1,CARD,1,MEDIUM,120,0
650.85,16,1,UPI,0,LOW,236,0
5801.66,12,1,WALLET,0,LOW,865,0
542.39,21,1,CARD,0,MEDIUM,46,0
2066.05,21,1,WALLET,0,MEDIUM,392,0
8147.78,23,1,UPI,1,MEDIUM,400,0
803.77,2,1,CARD,0,LOW,197,0
560.92,18,0,CARD,0,LOW,280,0
449.6,9,0,WALLET,0,LOW,608,0
163.21,6,0,CARD,0,MEDIUM,983,0
308.28,15,0,NETBANKING,0,MEDIUM,545,0
193969.14,5,0,NETBANKING,0,LOW,448,1
274.71,7,0,WALLET,0,LOW,987,0
111.1,11,1,UPI,0,LOW,66,0
441.93,4,0,NETBANKING,0,HIGH,752,0
253.72,12,1,NETBANKING,0,LOW,917,0
312.26,1,0,UPI,0,MEDIUM,729,0
322.18,21,1,UPI,0,LOW,640,0
475.69,20,0,UPI,0,LOW,230,0
707.93,9,1,UPI,0,HIGH,133,0
237.81,2,1,CARD,0,LOW,3,0
600.83,5,1,NETBANKING,0,LOW,599,0
511.96,0,1,NETBANKING,0,HIGH,1000,0
88.94,0,1,WALLET,0,HIGH,720,0
10809.59,17,0,WALLET,0,HIGH,957,0
7393.64,9,0,UPI,0,LOW,623,0
32.26,0,1,UPI,0,LOW,352,0
54.35,14,0,CARD,1,MEDIUM,818,0
3177.85,11,1,UPI,0,LOW,663,0
747.86,17,1,NETBANKING,1,LOW,793,0
322.3,23,0,UPI,0,LOW,641,0
256.6,17,0,WALLET,0,HIGH,568,0
529.49,13,0,CARD,0,MEDIUM,372,0
385.73,3,1,UPI,0,LOW,82,0
2399.35,2,0,NETBANKING,0,HIGH,691,0
82.28,16,1,WALLET,0,LOW,571,0
219.31,4,0,UPI,0,HIGH,369,0
263.61,6,0,NETBANKING,0,HIGH,658,0
923.76,11,0,NETBANKING,0,MEDIUM,320,0
225.45,23,0,WALLET,0,MEDIUM,117,0
728.11,15,1,CARD,0,LOW,102,0
657.99,20,1,CARD,0,MEDIUM,559,0
761.4,1,0,WALLET,0,LOW,969,0
380.42,0,1,UPI,0,LOW,486,0
204.65,17,0,WALLET,0,MEDIUM,290,0
3519.1,15,0,WALLET,0,LOW,411,0
11161.88,14,1,WALLET,0,MEDIUM,112,0
19.76,21,1,WALLET,0,MEDIUM,346,0
3952.64,11,1,WALLET,0,LOW,856,0
741.26,16,0,NETBANKING,0,MEDIUM,612,0
47.56,20,0,WALLET,0,LOW,70,0
384.51,14,1,CARD,0,LOW,497,0
128.89,15,0,NETBANKING,0,MEDIUM,573,0
893.78,12,0,CARD,0,LOW,793,0
898.4,16,0,CARD,0,LOW,37,0
689.3,18,0,UPI,0,LOW,654,0
2948.36,23,0,NETBANKING,0,MEDIUM,512,0
762.68,21,1,CARD,1,LOW,689,0
489.16,12,0,UPI,0,LOW,230,0
500.22,5,0,NETBANKING,0,MEDIUM,295,0
17760.9,18,0,NETBANKING,0,LOW,266,0
284.97,4,1,UPI,0,LOW,92,0
83.76,21,0,CARD,0,LOW,62,0
6847.91,12,0,CARD,0,LOW,385,0
2742.56,7,1,NETBANKING,0,LOW,406,0
96.06,7,1,NETBANKING,0,MEDIUM,729,0
17.7,23,0,UPI,0,MEDIUM,53,0
2147.68,13,0,WALLET,1,MEDIUM,91,0
3485.84,11,0,WALLET,0,LOW,448,0
733.08,1,1,NETBANKING,0,LOW,679,0
181521.71,0,0,NETBANKING,0,LOW,962,1
21391.7,21,1,NETBANKING,0,LOW,371,0
76.93,21,1,CARD,0,LOW,722,0
770.39,22,0,WALLET,0,LOW,386,0
376.39,4,1,UPI,0,LOW,308,0
98.75,22,1,CARD,0,LOW,131,0
6347.37,9,1,NETBANKING,0,LOW,433,0
918.24,7,0,WALLET,0,MEDIUM,775,0
1926.85,0,0,WALLET,1,HIGH,119,1
495.6,14,0,WALLET,0,HIGH,547,0
7879.14,22,1,CARD,0,LOW,606,0
167.59,18,1,UPI,0,MEDIUM,937,0
10806.82,18,1,WALLET,0,HIGH,896,0
696.62,17,0,CARD,0,MEDIUM,483,0
128.11,19,1,UPI,0,LOW,701,0
328.63,12,1,CARD,0,HIGH,994,0
72.66,9,0,NETBANKING,0,LOW,282,0
250.78,22,0,NETBANKING,0,MEDIUM,670,0
493.53,4,1,WALLET,0,MEDIUM,77,0
653.21,5,0,UPI,0,MEDIUM,63,0
642.92,13,0,WALLET,0,HIGH,786,0
6198.94,9,1,WALLET,0,LOW,356,0
960.33,4,1,NETBANKING,0,HIGH,61,0
6737.87,18,1,WALLET,0,LOW,28,0
260.01,14,0,UPI,1,MEDIUM,941,0
11489.51,9,1,WALLET,0,LOW,268,0
437.94,9,0,WALLET,0,MEDIUM,545,0
972.03,13,0,UPI,0,LOW,236,0
4685.89,20,0,WALLET,0,LOW,181,0
941.31,18,1,WALLET,0,LOW,313,0
111.78,17,1,NETBANKING,0,LOW,443,0
999.78,17,0,NETBANKING,1,MEDIUM,529,0
902.71,3,1,NETBANKING,0,MEDIUM,541,0
901.55,10,0,NETBANKING,0,LOW,990,0
3181.64,10,1,UPI,0,LOW,727,0
947.59,0,0,UPI,0,LOW,556,0
849.35,1,1,WALLET,0,MEDIUM,329,0
145.03,4,1,NETBANKING,1,HIGH,958,1
6033.12,16,1,NETBANKING,0,MEDIUM,349,0
539.65,23,0,NETBANKING,0,MEDIUM,25,0
958.35,9,0,CARD,0,LOW,63,0
4545.19,7,1,NETBANKING,0,LOW,197,0
163237.48,14,0,NETBANKING,0,LOW,995,0
194.65,12,1,CARD,0,LOW,368,0
647.84,21,1,CARD,0,MEDIUM,80,0
718.4,23,0,NETBANKING,0,LOW,755,0
189.55,13,0,NETBANKING,0,LOW,897,0
3168.48,2,0,NETBANKING,0,LOW,293,0
402.48,2,0,WALLET,1,LOW,131,1
456.96,5,0,UPI,0,MEDIUM,580,0
13848.14,11,0,NETBANKING,0,MEDIUM,176,0
12696.56,21,1,WALLET,0,LOW,75,0
9205.27,20,1,WALLET,0,LOW,972,0
109.97,2,1,WALLET,0,HIGH,288,0
2538.53,6,0,NETBANKING,0,LOW,829,0
7574.44,16,1,UPI,0,MEDIUM,565,0
7997.55,7,0,CARD,0,LOW,158,0
443.02,13,0,WALLET,0,LOW,880,0
8232.49,0,0,NETBANKING,0,MEDIUM,218,0
528.72,14,1,CARD,0,LOW,162,0
17405.75,8,0,CARD,0,MEDIUM,28,0
937.14,8,0,NETBANKING,0,HIGH,585,0
755.97,6,0,CARD,0,MEDIUM,6,0
70.01,4,0,NETBANKING,0,LOW,825,0
929.26,10,1,NETBANKING,0,LOW,251,0
6142.84,6,1,WALLET,0,LOW,960,0
5081.34,12,0,WALLET,0,LOW,643,0
167.71,19,1,UPI,0,LOW,572,0
705.67,16,1,WALLET,0,MEDIUM,289,0
498.73,1,1,CARD,0,LOW,53,0
971.91,3,0,CARD,0,LOW,949,0
638.06,15,1,CARD,0,LOW,582,0
944.86,7,0,NETBANKING,0,MEDIUM,553,0
970.51,11,1,NETBANKING,0,LOW,24,0
381.64,19,1,UPI,0,LOW,658,0
4264.2,19,0,CARD,0,MEDIUM,923,0
8627.26,13,0,WALLET,0,MEDIUM,726,0
163.54,7,0,CARD,0,MEDIUM,671,0
487.1,3,1,NETBANKING,0,LOW,102,0
12208.85,11,1,WALLET,0,HIGH,803,0
798.63,15,1,WALLET,0,LOW,562,0
5030.14,22,0,NETBANKING,0,LOW,763,0
5308.86,11,1,UPI,0,LOW,980,0
3810.37,4,0,CARD,0,LOW,662,0
14.43,3,1,NETBANKING,0,LOW,476,0
701.33,13,1,WALLET,0,LOW,29,0
24125.36,22,1,WALLET,0,HIGH,465,0
850.16,11,0,NETBANKING,0,MEDIUM,268,0
349.84,3,1,WALLET,0,LOW,758,0
746.64,15,0,NETBANKING,0,LOW,769,0
964.46,1,1,UPI,0,LOW,41,0
411.33,15,0,CARD,1,LOW,907,0
663.55,23,1,NETBANKING,0,LOW,55,0
2522.91,18,1,CARD,0,LOW,891,0
204.19,12,0,WALLET,1,LOW,119,0
947.74,0,0,NETBANKING,0,LOW,572,0
449.2,9,0,UPI,0,LOW,851,0
869.81,9,0,UPI,1,MEDIUM,235,0
19450.43,22,0,UPI,0,LOW,835,0
28153.73,17,1,WALLET,0,MEDIUM,780,0
613.67,16,1,UPI,0,MEDIUM,77,0
638.63,3,1,NETBANKING,0,MEDIUM,583,0
590.7,21,0,NETBANKING,0,LOW,146,0
268.98,2,1,CARD,0,MEDIUM,341,0
172.83,1,0,UPI,0,MEDIUM,360,0
4024.66,14,1,WALLET,1,LOW,633,0
932.0,10,1,UPI,0,LOW,161,0
18434.89,8,0,UPI,0,LOW,594,0
219.73,17,0,NETBANKING,0,LOW,54,0
237.24,4,0,WALLET,0,MEDIUM,429,0
825.73,23,1,NETBANKING,0,LOW,163,0
835.82,4,0,WALLET,0,LOW,959,0
5834.26,8,1,UPI,0,LOW,416,0
374.88,12,0,WALLET,0,LOW,483,0
621.56,13,1,WALLET,0,LOW,583,0
10334.57,16,1,UPI,0,LOW,644,0
29371.95,13,0,WALLET,0,LOW,258,0
1615.22,20,0,WALLET,0,MEDIUM,865,0
153.74,2,0,WALLET,0,LOW,373,0
783.61,20,1,WALLET,0,HIGH,579,0
93.62,21,1,WALLET,1,LOW,188,0
852.51,10,1,CARD,0,MEDIUM,899,0
470.12,2,1,CARD,0,MEDIUM,21,0
713.62,10,1,CARD,0,MEDIUM,299,0
10565.64,15,0,NETBANKING,0,MEDIUM,37,0
186.94,11,1,UPI,0,LOW,37,0
612.57,16,1,UPI,0,MEDIUM,219,0
589.6,18,1,NETBANKING,0,HIGH,598,0
286.66,2,0,NETBANKING,0,LOW,794,0
176.79,21,0,UPI,0,HIGH,738,0
951.58,11,1,UPI,0,HIGH,7,0
196.82,1,1,CARD,0,MEDIUM,164,0
877.48,6,1,NETBANKING,0,LOW,295,0
506.08,16,1,WALLET,0,LOW,174,0
425.03,18,1,NETBANKING,0,MEDIUM,245,0
370.22,22,0,WALLET,0,LOW,697,0
2894.86,2,0,UPI,0,LOW,526,0
904.14,23,0,WALLET,0,MEDIUM,472,0
702.94,3,1,CARD,0,LOW,873,0
9652.91,20,0,WALLET,0,LOW,672,0
246.97,7,0,NETBANKING,0,LOW,499,0
130.92,23,0,WALLET,0,HIGH,251,0
15717.2,16,1,UPI,0,MEDIUM,167,0
19443.14,14,1,WALLET,1,MEDIUM,772,0
689.06,6,0,NETBANKING,0,LOW,598,0
437.31,20,0,UPI,0,MEDIUM,135,0
341.23,2,0,WALLET,0,LOW,890,0
613.64,4,1,NETBANKING,0,MEDIUM,11,0
14777.86,1,1,WALLET,0,LOW,666,0
15373.43,5,1,NETBANKING,0,LOW,943,0
682.38,8,1,WALLET,1,LOW,721,0
809.77,9,1,UPI,0,MEDIUM,159,0
216.81,23,1,WALLET,1,LOW,797,0
972.34,22,1,CARD,0,LOW,531,0
381.32,6,1,WALLET,0,MEDIUM,342,0
3593.41,1,0,CARD,0,MEDIUM,128,0
19566.85,16,0,WALLET,0,LOW,926,0
189.23,4,0,NETBANKING,0,LOW,777,0
367.06,19,0,WALLET,0,LOW,454,0
132.08,19,0,NETBANKING,1,LOW,871,0
16.0,10,1,CARD,0,MEDIUM,187,0
19419.11,23,1,UPI,0,LOW,74,0
107415.09,9,1,WALLET,0,MEDIUM,312,0
884.51,4,0,UPI,0,LOW,678,0
796.18,15,0,UPI,0,HIGH,634,0
779.27,2,1,WALLET,0,MEDIUM,228,0
121.24,13,1,UPI,0,LOW,31,0
4606.95,23,1,CARD,0,LOW,107,0
375.39,17,1,WALLET,0,MEDIUM,514,0
159.11,10,1,UPI,0,LOW,576,0
4747.89,5,1,UPI,0,HIGH,544,0
680.42,19,1,UPI,1,HIGH,990,1
669.77,2,0,CARD,0,MEDIUM,216,0
18782.3,4,1,WALLET,0,MEDIUM,655,0
1639.1,16,1,UPI,0,MEDIUM,388,0
834.6,21,1,NETBANKING,0,LOW,701,0
396.68,19,0,UPI,0,MEDIUM,75,0
303.53,20,1,UPI,0,LOW,551,0
18708.65,8,0,WALLET,0,LOW,506,0
903.85,0,0,NETBANKING,0,LOW,50,0
425.61,22,1,WALLET,0,HIGH,727,0
872.27,5,0,NETBANKING,0,LOW,883,0
5748.76,21,1,UPI,0,LOW,996,0
128.6,8,0,NETBANKING,0,LOW,906,0
14414.35,3,0,CARD,0,LOW,930,0
9271.28,3,0,NETBANKING,0,LOW,362,0
463.14,13,1,NETBANKING,0,MEDIUM,624,0
649.27,8,1,CARD,0,HIGH,986,0
312.84,9,0,UPI,0,LOW,914,0
121.6,2,1,UPI,0,MEDIUM,309,0
806.69,16,1,CARD,0,LOW,1000,0
68.95,12,1,UPI,0,LOW,96,0
538.82,20,0,NETBANKING,0,LOW,431,0
414.41,21,0,WALLET,0,MEDIUM,136,0
506.31,11,1,UPI,0,LOW,148,0
6268.31,17,1,UPI,0,LOW,626,0
368.96,22,1,CARD,0,LOW,571,0
416.61,19,0,WALLET,0,LOW,222,0
5827.68,6,1,UPI,0,LOW,303,0
162673.99,4,1,UPI,0,LOW,848,1
451.55,4,0,CARD,0,LOW,904,0
8417.2,12,1,WALLET,0,LOW,420,0
58.15,7,0,WALLET,0,MEDIUM,693,0
18663.25,7,1,UPI,0,LOW,221,0
378.03,0,1,CARD,0,MEDIUM,56,0
17211.57,8,0,NETBANKING,0,LOW,651,0
780.83,9,1,WALLET,0,LOW,501,0
281.03,22,0,WALLET,0,LOW,173,0
849.54,23,1,NETBANKING,0,LOW,714,0
92754.81,9,1,WALLET,0,LOW,534,0
129110.98,16,0,UPI,0,LOW,38,0
26.7,18,1,CARD,0,MEDIUM,624,0
382.07,6,0,NETBANKING,0,MEDIUM,415,0
427.84,11,0,CARD,0,LOW,837,0
386.0,22,1,WALLET,0,LOW,446,0
125.66,7,1,CARD,0,MEDIUM,952,0
1710.79,9,1,NETBANKING,0,LOW,474,0
776.79,8,0,NETBANKING,0,MEDIUM,707,0
572.07,7,1,NETBANKING,0,LOW,815,0
44.3,3,0,WALLET,0,MEDIUM,376,0
633.19,0,1,CARD,0,MEDIUM,187,0
323.37,7,1,CARD,0,LOW,327,0
252.56,21,0,WALLET,0,LOW,452,0
387.96,5,1,WALLET,1,LOW,436,1
9485.64,1,0,WALLET,0,MEDIUM,966,0
3560.61,11,0,UPI,0,HIGH,263,0
15762.58,5,0,NETBANKING,0,LOW,248,0
801.87,10,0,NETBANKING,1,MEDIUM,915,0
751.34,20,0,UPI,0,LOW,376,0
683.42,20,1,CARD,0,MEDIUM,478,0
931.96,15,0,NETBANKING,0,LOW,655,0
318.94,13,1,UPI,0,LOW,308,0
236.36,12,0,UPI,0,MEDIUM,248,0
774.55,15,0,UPI,0,LOW,608,0
12495.93,13,1,NETBANKING,0,MEDIUM,860,0
778.41,2,1,WALLET,0,LOW,675,0
661.09,18,0,CARD,0,LOW,612,0
78.09,2,1,NETBANKING,0,HIGH,819,0
17277.03,10,1,UPI,0,LOW,531,0
371.57,23,0,NETBANKING,0,LOW,345,0
6668.9,4,0,NETBANKING,1,HIGH,815,1
86.16,20,1,CARD,0,LOW,281,0
18355.48,8,1,WALLET,0,HIGH,313,0
996.0,8,1,CARD,0,LOW,951,0
2732.65,20,0,WALLET,0,LOW,111,0
929.44,12,1,UPI,1,LOW,989,0
11788.91,22,1,CARD,0,LOW,878,0
52333.92,1,0,NETBANKING,0,HIGH,643,1
193.69,13,1,CARD,0,LOW,191,0
10693.05,17,1,UPI,0,LOW,209,0
12782.92,15,0,NETBANKING,0,LOW,234,0
19649.81,5,0,WALLET,0,LOW,583,0
7951.99,22,0,NETBANKING,0,LOW,481,0
921.46,0,1,NETBANKING,0,MEDIUM,361,0
79.34,7,0,NETBANKING,0,LOW,292,0
775.18,19,1,NETBANKING,0,HIGH,461,0
402.59,18,0,UPI,1,LOW,656,0
963.04,19,0,NETBANKING,0,HIGH,263,0
852.64,18,1,NETBANKING,0,LOW,567,0
6473.2,22,0,UPI,0,LOW,578,0
868.76,5,0,NETBANKING,1,LOW,547,0
5937.15,6,0,NETBANKING,0,MEDIUM,742,0
134165.93,14,1,NETBANKING,1,HIGH,655,1
173.15,8,1,WALLET,0,LOW,839,0
894.42,16,1,NETBANKING,0,LOW,720,0
225.54,16,1,UPI,0,LOW,792,0
23.86,8,0,WALLET,0,LOW,216,0
602.44,1,1,UPI,0,MEDIUM,229,0
10761.82,23,1,UPI,0,MEDIUM,885,0
409.51,17,1,WALLET,0,LOW,638,0
312.04,13,0,WALLET,0,LOW,91,0
634.28,1,1,UPI,1,LOW,489,0
191.86,21,0,NETBANKING,0,LOW,843,0
671.38,7,0,NETBANKING,0,LOW,898,0
318.9,18,0,NETBANKING,1,LOW,235,0
355.89,2,1,CARD,0,LOW,8,0
94233.54,1,1,UPI,0,LOW,431,0
17244.98,21,0,CARD,0,MEDIUM,166,0
11.75,20,1,WALLET,0,LOW,371,0
16525.48,21,1,CARD,0,LOW,64,0
66.8,19,0,UPI,0,MEDIUM,168,0
831.23,9,0,WALLET,0,LOW,379,0
8473.61,9,0,CARD,0,LOW,777,0
78.75,5,1,NETBANKING,0,LOW,888,0
10582.83,13,0,UPI,0,HIGH,615,0
461.97,21,0,NETBANKING,0,MEDIUM,274,0
8558.29,14,1,WALLET,0,MEDIUM,162,0
567.79,9,1,UPI,0,MEDIUM,957,0
977.54,17,1,WALLET,0,MEDIUM,715,0
112.89,17,1,UPI,0,LOW,471,0
932.36,22,0,CARD,0,LOW,4,0
949.67,13,1,WALLET,0,LOW,529,0
879.31,3,0,CARD,0,LOW,254,0
189.92,1,0,UPI,0,MEDIUM,617,0
946.03,2,0,NETBANKING,0,HIGH,982,0
197.5,15,0,UPI,0,LOW,986,0
17054.32,5,0,UPI,1,LOW,291,0
723.09,4,0,NETBANKING,0,LOW,66,0
886.79,22,0,UPI,0,MEDIUM,345,0
18423.86,2,1,WALLET,0,LOW,703,0
600.05,17,1,CARD,0,LOW,1000,0
229.92,13,1,UPI,0,HIGH,156,0
860.4,21,1,CARD,0,LOW,620,0
448.26,23,0,CARD,0,LOW,707,0
629.46,3,0,NETBANKING,0,LOW,691,0
484.3,19,1,WALLET,0,LOW,477,0
236.92,19,0,UPI,1,HIGH,487,1
833.85,10,1,NETBANKING,0,LOW,934,0
469.74,13,0,WALLET,0,LOW,154,0
8976.19,0,0,NETBANKING,0,MEDIUM,993,0
509.71,23,1,CARD,1,MEDIUM,942,0
12015.9,1,1,NETBANKING,1,MEDIUM,136,0
670.85,8,0,WALLET,0,MEDIUM,225,0
10868.86,19,0,CARD,0,LOW,946,0
249.27,0,0,WALLET,0,LOW,360,0
743.54,12,1,CARD,1,LOW,620,0
44608.96,7,0,WALLET,0,LOW,939,0
17867.04,2,0,UPI,0,LOW,876,0
133.54,5,0,UPI,0,LOW,948,0
541.01,2,0,WALLET,0,LOW,968,0
5326.68,21,0,NETBANKING,0,LOW,393,0
17.36,5,1,WALLET,1,MEDIUM,343,0
313.18,16,1,CARD,0,LOW,803,0
637.43,8,0,WALLET,0,LOW,808,0
737.29,21,0,UPI,0,MEDIUM,89,0
696.99,19,0,UPI,0,MEDIUM,326,0
870.87,19,1,CARD,1,LOW,714,0
5580.65,21,0,NETBANKING,0,LOW,547,0
270.41,21,0,NETBANKING,0,HIGH,101,0
87.64,21,0,CARD,0,LOW,319,0
583.48,22,1,WALLET,0,HIGH,685,0
355.82,12,0,WALLET,0,MEDIUM,386,0
97.27,10,0,NETBANKING,0,LOW,480,0
9221.07,9,1,NETBANKING,1,MEDIUM,633,0
140806.83,23,0,UPI,0,MEDIUM,538,0
292.04,18,1,NETBANKING,0,LOW,526,0
18810.08,4,1,NETBANKING,0,LOW,174,0
634.99,0,1,NETBANKING,0,MEDIUM,391,0
162.57,7,0,CARD,0,LOW,632,0
5977.71,19,0,UPI,0,LOW,336,0
772.18,16,1,CARD,0,LOW,145,0
427.71,21,1,WALLET,0,MEDIUM,369,0
8949.66,2,1,CARD,0,MEDIUM,946,0
782.33,18,0,WALLET,1,LOW,743,0
289.27,22,0,CARD,0,MEDIUM,447,0
15392.79,23,0,CARD,0,LOW,421,0
372.39,5,1,NETBANKING,1,LOW,781,0
213.12,17,1,NETBANKING,0,LOW,657,0
102117.66,7,1,UPI,0,MEDIUM,2,1
117.33,22,0,UPI,0,HIGH,484,0
2870.87,10,0,NETBANKING,0,LOW,429,0
272.34,7,1,CARD,0,LOW,452,0
595.76,10,1,UPI,0,MEDIUM,892,0
718.49,15,1,NETBANKING,0,MEDIUM,810,0
906.95,12,0,CARD,0,LOW,650,0
464.85,4,0,UPI,0,MEDIUM,481,0
567.97,0,1,UPI,0,MEDIUM,483,0
13256.86,16,1,WALLET,1,LOW,331,0
11383.24,16,1,NETBANKING,0,LOW,91,0
582.87,16,0,NETBANKING,0,LOW,319,0
18596.47,3,0,WALLET,0,HIGH,292,0
552.39,0,1,WALLET,0,MEDIUM,149,0
66.19,21,1,CARD,0,LOW,712,0
203.96,14,1,CARD,0,MEDIUM,535,0
370.47,5,0,CARD,0,LOW,277,0
238.58,14,1,NETBANKING,0,LOW,709,0
419.43,15,0,UPI,0,MEDIUM,742,0
897.77,16,1,CARD,0,MEDIUM,371,0
15103.82,15,0,UPI,0,MEDIUM,368,0
15284.05,15,1,UPI,0,LOW,655,0
207.02,12,0,NETBANKING,0,MEDIUM,911,0
15157.91,18,0,NETBANKING,0,LOW,637,0
809.06,17,0,WALLET,0,LOW,208,0
762.47,22,0,WALLET,0,MEDIUM,644,0
903.19,15,0,CARD,0,LOW,758,0
11454.67,11,1,NETBANKING,1,LOW,797,0
193.01,18,1,NETBANKING,1,LOW,935,0
490.96,7,0,UPI,0,LOW,390,0
170.04,8,1,CARD,0,LOW,174,0
482.06,20,1,NETBANKING,0,LOW,970,0
466.84,2,1,WALLET,0,LOW,967,0
370.35,12,0,CARD,0,LOW,466,0
10409.72,19,1,CARD,0,MEDIUM,492,0
741.71,20,0,CARD,0,LOW,576,0
9588.43,15,1,UPI,0,MEDIUM,211,0
400.87,1,1,NETBANKING,0,MEDIUM,347,0
67.5,15,0,NETBANKING,0,LOW,919,0
11161.38,15,1,UPI,0,LOW,775,0
266.69,18,1,WALLET,0,LOW,863,0
1749.1,2,0,CARD,0,HIGH,928,0
931.31,12,1,NETBANKING,0,LOW,112,0
824.0,21,1,UPI,0,LOW,665,0
148.91,12,1,CARD,0,LOW,697,0
15556.75,20,0,WALLET,0,LOW,833,0
59897.81,14,0,NETBANKING,0,MEDIUM,649,0
299.49,20,0,WALLET,0,LOW,430,0
208.92,21,1,NETBANKING,0,LOW,641,0
258.5,21,1,CARD,0,LOW,334,0
512.02,10,1,CARD,0,HIGH,569,0
144.31,14,0,NETBANKING,0,MEDIUM,505,0
775.93,5,0,CARD,1,HIGH,454,1
731.47,3,0,NETBANKING,0,LOW,654,0
556.19,0,0,CARD,1,LOW,200,0
408.62,0,1,CARD,1,LOW,670,0
263.5,2,0,CARD,0,LOW,145,0
95800.5,19,0,UPI,0,HIGH,125,0
708.83,23,1,UPI,0,LOW,903,0
431.74,12,0,WALLET,0,LOW,269,0
971.79,21,0,NETBANKING,0,LOW,879,0
9658.71,2,0,NETBANKING,0,LOW,406,0
576.21,15,1,WALLET,1,LOW,445,0
248.18,17,0,NETBANKING,1,LOW,507,0
687.14,11,1,NETBANKING,0,HIGH,304,0
592.74,14,0,UPI,0,LOW,122,0
717.7,3,1,CARD,0,LOW,980,0
115.71,9,1,CARD,0,LOW,206,0
648.02,8,1,CARD,1,LOW,500,0
803.33,0,1,WALLET,0,MEDIUM,738,0
742.1,7,1,CARD,0,LOW,788,0
617.13,10,1,UPI,0,LOW,692,0
7361.32,15,1,UPI,0,LOW,307,0
32.2,4,1,NETBANKING,0,LOW,470,0
59.46,22,1,NETBANKING,0,MEDIUM,682,0
12536.98,8,1,NETBANKING,0,LOW,152,0
418.72,22,1,WALLET,0,MEDIUM,960,0
792.48,10,1,WALLET,0,LOW,950,0
825.09,18,1,CARD,0,LOW,59,0
90.19,9,1,UPI,0,LOW,239,0
16147.83,20,0,WALLET,0,LOW,886,0
736.65,4,1,NETBANKING,0,LOW,667,0
772.67,13,1,UPI,0,MEDIUM,816,0
17934.64,6,1,UPI,0,MEDIUM,870,0
14411.4,21,0,NETBANKING,0,MEDIUM,815,0
94.2,16,0,WALLET,0,MEDIUM,785,0
136.03,8,1,WALLET,0,LOW,437,0
668.65,2,0,NETBANKING,0,LOW,514,0
357.7,6,1,CARD,0,HIGH,480,0
768.0,2,1,WALLET,0,HIGH,111,0
2385.85,14,0,WALLET,0,LOW,183,0
231.22,4,1,CARD,0,MEDIUM,259,0
530.17,20,0,UPI,0,MEDIUM,509,0
965.21,9,1,CARD,0,LOW,162,0
37459.01,9,1,CARD,0,MEDIUM,349,0
104.73,11,0,WALLET,0,MEDIUM,284,0
9410.51,4,0,WALLET,1,MEDIUM,974,0
